Superpixel,Moyenne de B,Moyenne de G,Moyenne de R,Écart type de B,Écart type de G,Écart type de R
1,0.34346666666666664,0.3904,0.4285,5.338362481323679,6.058244066784462,6.651451719137455
2,0.6403305555555555,0.7396194444444445,0.8146,8.56008285274234,9.850306214666082,10.849691196664134
3,0.16985555555555557,0.176025,0.18213055555555555,3.4257576908629965,3.551664113743568,3.6902511378850202
6,0.18186944444444444,0.22800555555555554,0.2762222222222222,3.9381289486755744,4.887092650901398,5.907965541455247
8,0.4431277777777778,0.5546,0.6223388888888889,7.4856832980695875,9.34799366211176,10.4922050365417
9,0.3962472222222222,0.47731666666666667,0.5223611111111112,7.078348977804803,8.524194124132617,9.332642235291885
10,0.4441805555555556,0.5044083333333333,0.5426888888888889,6.660357495477151,7.549903053920106,8.121097687968561
12,0.8263305555555556,0.9172583333333333,0.9981944444444445,11.275588801296704,12.51079626801955,13.617550035126664
13,0.5767,0.6360638888888889,0.6896388888888889,9.326935033061309,10.283834561301488,11.151074357057851
16,0.5205861111111111,0.566525,0.6060333333333333,8.168277636436962,8.860896116054077,9.473063345808988
17,0.17296111111111112,0.1798,0.1839638888888889,3.3608937317872996,3.477400012823912,3.5743210791253124
18,0.49785555555555555,0.6061916666666667,0.6750666666666667,7.8484924853053775,9.540094688464817,10.630577829961243
19,0.5513277777777777,0.6785277777777777,0.7949527777777777,8.135773466922982,9.955016047288662,11.63285756290732
20,0.5553888888888889,0.645625,0.7219638888888888,7.6006347589564465,8.831593478016735,9.883015106242143
21,0.17089722222222223,0.217125,0.2360861111111111,3.45343182380446,4.297799638693771,4.662857315846612
22,0.31393333333333334,0.42880277777777775,0.5197166666666667,5.073484587786711,6.882172852837287,8.337717521942993
23,0.25755555555555554,0.3206222222222222,0.36882777777777775,4.485076937549071,5.577552853605874,6.422349385240944
26,0.44650833333333334,0.5268416666666667,0.5900388888888889,6.834050350763252,8.016271755496666,8.965188149423735
27,0.7123,0.7871111111111111,0.8511361111111111,10.20407167317876,11.218634076589986,12.123982572948215
29,0.5753333333333334,0.7047972222222222,0.77795,8.311496549345616,10.157490793047634,11.219647172853048
31,0.43243055555555554,0.5157388888888889,0.5745777777777777,7.269042496348659,8.651797954414096,9.643825562910271
35,0.265025,0.26624722222222225,0.2763555555555556,4.511864984459501,4.508699452166105,4.674087533824649
36,0.34149444444444443,0.4166472222222222,0.46348055555555556,5.9386907826302995,7.177232682612669,7.966349693725843
37,0.1363388888888889,0.181975,0.19567222222222222,2.759430403479245,3.647894231163558,3.9172767103697317
39,0.2602027777777778,0.2892222222222222,0.29254166666666664,4.632596171970733,5.11427256209935,5.184760246868948
42,0.5196972222222223,0.5595305555555555,0.5894305555555556,8.756680358998521,9.426415926789181,9.934629219686833
43,0.46497222222222223,0.5261083333333333,0.5806388888888889,8.28752916864478,9.324903128435817,10.276806552950465
45,0.20045,0.2041611111111111,0.20929722222222222,3.925013491527517,4.004083528996724,4.109371093477956
46,0.5386277777777778,0.5712111111111111,0.591075,7.255123255333249,7.699902313895337,7.986337626111589
47,0.76525,0.843325,0.9017416666666667,10.807015889697944,11.907036208810183,12.733985727957629
49,0.5177361111111111,0.6423638888888888,0.7179666666666666,8.171215188292345,10.082862483152928,11.262177679739246
51,0.14730277777777778,0.1516472222222222,0.15627777777777777,3.0707046246279344,3.1399000883021038,3.2276487022380014
52,0.136075,0.17531944444444444,0.1774361111111111,3.2976721983238955,4.193832016320547,4.243613146580369
53,0.11725833333333334,0.12811111111111112,0.13831388888888888,3.0773298192530874,3.3608098873516776,3.6268726720565674
54,0.46889166666666665,0.5350861111111112,0.5891722222222222,8.25635876458035,9.38879693328704,10.327844159373731
56,0.15020555555555556,0.14434444444444444,0.14406666666666668,3.128122344506444,3.0015344618662074,2.993428045262566
57,0.264875,0.2857222222222222,0.2956638888888889,5.3311583700913845,5.749409296317389,5.962500135401463
58,0.595075,0.6668222222222222,0.7209666666666666,9.562849683992066,10.712891419731273,11.583775356582848
59,0.36488333333333334,0.4186861111111111,0.4552305555555556,6.479310160269891,7.435515318569521,8.09676898025761
61,0.17606388888888888,0.19257222222222223,0.20476666666666668,3.6275525658329695,3.9741734773507633,4.2296005262916685
63,0.2277888888888889,0.24987777777777778,0.253675,4.287607594984627,4.667432078450425,4.75369290304784
64,0.19175555555555557,0.19719722222222222,0.19939166666666666,3.59164877429459,3.693965714520143,3.7381391934802757
67,0.5668194444444444,0.6453166666666666,0.6976444444444444,9.042615258743803,10.278662351430357,11.115623289626168
70,0.12123888888888888,0.1567138888888889,0.15750555555555557,2.502522287306801,3.230562245770891,3.25932044721155
72,0.484875,0.6323083333333334,0.7370083333333334,8.334763818027477,10.8171314772243,12.599366357355548
73,0.31372222222222224,0.397675,0.4540194444444444,6.340636187052,8.004760155665357,9.140191902303492
74,0.20642222222222223,0.21366666666666667,0.21434166666666668,3.8180289969895975,3.9079608067193408,3.9107116978148
