Superpixel,Moyenne de B,Moyenne de G,Moyenne de R,Écart type de B,Écart type de G,Écart type de R
2,0.6997138888888889,0.8226083333333334,0.8982777777777777,10.251853649516375,12.03013353006118,13.133488253389856
3,0.5771972222222223,0.6470055555555555,0.6934472222222222,8.898064804007108,9.927482361348039,10.62501034523663
5,0.16579722222222223,0.17531944444444444,0.18784722222222222,3.43799645350072,3.622003632578292,3.874114892366079
6,0.10112222222222222,0.1053,0.10926944444444445,2.402885271838072,2.49567753415015,2.5902491664118097
8,0.31949444444444447,0.4043361111111111,0.4237194444444444,5.5889778403475825,7.036514571143322,7.384094253455557
9,0.43244444444444446,0.4973416666666667,0.5092361111111111,7.399095862404347,8.465963792333893,8.669870768326534
10,0.27785,0.3477722222222222,0.3628638888888889,4.947457757986822,6.141384573671541,6.416266162198256
15,0.17363055555555557,0.19476944444444444,0.225675,4.933745442998438,5.440012344413794,6.307012077822481
16,0.33229444444444445,0.3542527777777778,0.3686277777777778,8.065030644130317,8.565892440583413,8.900560045112954
17,0.45436666666666664,0.5265833333333333,0.5878833333333333,7.07937700021109,8.187854419292076,9.13716852987122
18,0.20948611111111112,0.2539972222222222,0.2605027777777778,4.777163443874814,5.753308166197935,5.904634429559193
19,0.26716388888888887,0.2820916666666667,0.29390555555555553,4.258216059806918,4.47376728672882,4.6581276128290146
21,0.39876944444444445,0.4822666666666667,0.5130583333333333,6.932589875058504,8.2098140442259,8.705225539936015
26,0.34576944444444446,0.4155138888888889,0.45843055555555556,6.509735584523027,7.751572663793905,8.540324921221139
27,0.3239388888888889,0.331225,0.3437722222222222,5.253191330248547,5.373663503017603,5.583948084825894
28,0.2262888888888889,0.23044444444444445,0.23928888888888888,4.029548362480811,4.100706690060712,4.256882889936463
31,0.8717944444444444,1.0639666666666667,1.1418527777777778,10.894643281193357,13.076372986810117,13.990561799047653
33,0.483875,0.5514777777777777,0.5782027777777777,7.906388836241483,8.976376405343014,9.410057320197991
41,0.33541944444444444,0.4080861111111111,0.46413611111111114,6.686517272872806,8.1256129104818,9.240038925033256
